user_id,recency,frequency,monetary,surge_exposure(%),r,f,m,s,rfm_concat,rfm_score,riders_segmentation,weighted_score,weighted_segmentation
R04563,12,19,302.04,0.3684210526315789,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R04564,14,20,332.55,0.3,3,2,3,2,323,10,Occasional Riders,2.6000000000000005,Average Risk Rider
R04565,15,19,280.82,0.15789473684210525,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R04566,11,17,237.16,0.23529411764705882,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R04567,12,19,280.15999999999997,0.3684210526315789,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R04568,73,11,163.09,0.45454545454545453,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R04569,36,19,298.69,0.3684210526315789,1,2,2,3,122,8,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R04570,6,17,246.39,0.4117647058823529,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R04571,20,25,377.8,0.32,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R04572,5,28,430.64,0.25,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R04573,4,18,277.07,0.3888888888888889,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R04574,9,16,262.77,0.375,3,1,2,3,312,9,Occasional Riders,2.2,Average Risk Rider
R04575,4,15,221.78,0.3333333333333333,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R04576,14,26,413.33,0.38461538461538464,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R04577,30,22,306.6,0.22727272727272727,1,3,3,1,133,8,Occasional Riders,2.0,Average Risk Rider
R04578,12,25,355.01,0.44,3,4,3,4,343,14,Regular Commuters,3.4000000000000004,Loyal Rider
R04579,43,11,138.01,0.36363636363636365,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R04580,2,25,396.0,0.4,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R04581,4,22,317.76,0.36363636363636365,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R04582,37,11,140.2,0.09090909090909091,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04583,39,17,253.17000000000002,0.17647058823529413,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04584,13,28,430.83,0.25,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R04585,4,24,402.0,0.4583333333333333,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R04586,8,16,211.19,0.25,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R04587,15,25,353.67,0.2,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R04588,3,22,295.43,0.13636363636363635,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R04589,22,21,355.52,0.2857142857142857,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R04590,14,22,356.51,0.36363636363636365,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R04591,30,21,310.11,0.38095238095238093,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R04592,12,15,259.08,0.6,3,1,2,4,312,10,Occasional Riders,2.3000000000000003,Average Risk Rider
R04593,11,21,343.79,0.38095238095238093,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R04594,18,22,355.99,0.3181818181818182,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R04595,3,28,413.96999999999997,0.25,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R04596,4,18,252.84,0.5,4,2,1,4,421,11,Regular Commuters,2.8000000000000003,Average Risk Rider
R04597,3,20,320.57,0.3,4,2,3,2,423,11,Regular Commuters,3.0000000000000004,Loyal Rider
R04598,33,29,442.87,0.20689655172413793,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R04599,3,22,328.32,0.5,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R04600,19,18,273.05,0.3888888888888889,2,2,2,3,222,9,Occasional Riders,2.0999999999999996,Average Risk Rider
R04601,32,14,216.96,0.42857142857142855,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R04602,16,19,277.7,0.47368421052631576,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R04603,9,18,252.1,0.2777777777777778,3,2,1,2,321,8,Occasional Riders,2.2000000000000006,Average Risk Rider
R04604,30,25,436.96999999999997,0.44,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R04605,3,24,337.55,0.4166666666666667,4,4,3,4,443,15,High‑Value Loyalists,3.8,Loyal Rider
R04606,13,12,183.97,0.25,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R04607,9,16,229.55,0.375,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R04608,43,18,271.57,0.1111111111111111,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R04609,60,13,251.55,0.38461538461538464,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R04610,26,12,168.51,0.3333333333333333,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R04611,3,16,257.15,0.3125,4,1,2,2,412,9,Occasional Riders,2.5000000000000004,Average Risk Rider
R04612,11,16,250.93,0.3125,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R04613,9,17,242.73,0.23529411764705882,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R04614,17,14,183.87,0.14285714285714285,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R04615,16,14,173.83,0.2857142857142857,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R04616,27,30,454.22,0.36666666666666664,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R04617,8,25,411.5,0.32,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R04618,84,16,258.28,0.375,1,1,2,3,112,7,Occasional Riders,1.4000000000000001,Critical Risk Rider (likely churn)
R04619,8,20,293.15999999999997,0.3,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R04620,16,24,375.77,0.125,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R04621,7,17,252.0,0.23529411764705882,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R04622,48,18,338.27,0.2777777777777778,1,2,3,2,123,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R04623,11,21,370.05,0.42857142857142855,3,3,4,4,334,14,Regular Commuters,3.3000000000000003,Loyal Rider
R04624,45,13,218.36,0.23076923076923078,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04625,6,21,334.88,0.5238095238095238,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R04626,35,15,224.67000000000002,0.26666666666666666,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R04627,8,24,351.7,0.2916666666666667,3,4,3,2,343,12,Regular Commuters,3.2000000000000006,Loyal Rider
R04628,13,26,436.07,0.3076923076923077,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R04629,14,21,345.75,0.2857142857142857,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R04630,9,20,322.1,0.4,3,2,3,3,323,11,Regular Commuters,2.7,Average Risk Rider
R04631,10,19,262.61,0.2631578947368421,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R04632,32,24,354.18,0.25,1,4,3,1,143,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R04633,6,21,370.92,0.42857142857142855,4,3,4,4,434,15,High‑Value Loyalists,3.6999999999999997,Loyal Rider
R04634,6,13,185.76,0.3076923076923077,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R04635,25,20,356.6,0.5,2,2,3,4,223,11,Regular Commuters,2.4,Average Risk Rider
R04636,2,22,322.17,0.36363636363636365,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R04637,2,20,328.28,0.35,4,2,3,3,423,12,Regular Commuters,3.1,Loyal Rider
R04638,21,28,457.1,0.35714285714285715,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R04639,63,25,446.8,0.52,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R04640,4,18,319.18,0.4444444444444444,4,2,3,4,423,13,Regular Commuters,3.2,Loyal Rider
R04641,10,23,384.82,0.30434782608695654,3,3,4,2,334,12,Regular Commuters,3.1000000000000005,Loyal Rider
R04642,33,20,302.76,0.25,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R04643,47,22,330.78,0.45454545454545453,1,3,3,4,133,11,Regular Commuters,2.3,Average Risk Rider
R04644,5,11,179.82999999999998,0.18181818181818182,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R04645,14,17,279.23,0.35294117647058826,3,1,2,3,312,9,Occasional Riders,2.2,Average Risk Rider
R04646,9,21,309.83,0.23809523809523808,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R04647,19,16,193.8,0.1875,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R04648,3,20,272.17,0.15,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R04649,11,17,253.29,0.35294117647058826,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R04650,5,21,326.54,0.2857142857142857,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R04651,5,16,260.67,0.3125,4,1,2,2,412,9,Occasional Riders,2.5000000000000004,Average Risk Rider
R04652,11,12,173.25,0.4166666666666667,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R04653,36,15,220.14,0.3333333333333333,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R04654,19,20,296.34,0.2,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R04655,14,30,422.48,0.3333333333333333,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R04656,8,16,257.77,0.3125,3,1,2,2,312,8,Occasional Riders,2.1000000000000005,Average Risk Rider
R04657,39,23,442.15,0.43478260869565216,1,3,4,4,134,12,Regular Commuters,2.4999999999999996,Average Risk Rider
R04658,8,26,359.88,0.2692307692307692,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R04659,9,22,342.32,0.2727272727272727,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R04660,5,17,226.39,0.23529411764705882,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R04661,16,21,310.76,0.23809523809523808,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R04662,28,20,279.36,0.2,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R04663,13,21,304.63,0.47619047619047616,3,3,2,4,332,12,Regular Commuters,2.9,Average Risk Rider
R04664,30,19,262.2,0.5263157894736842,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R04665,57,14,226.72,0.35714285714285715,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R04666,6,17,224.92,0.23529411764705882,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R04667,2,18,246.02,0.16666666666666666,4,2,1,1,421,8,Occasional Riders,2.5000000000000004,Average Risk Rider
R04668,29,28,443.33,0.32142857142857145,1,4,4,2,144,11,Regular Commuters,2.6000000000000005,Average Risk Rider
R04669,14,21,339.94,0.42857142857142855,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R04670,22,26,398.94,0.23076923076923078,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R04671,14,12,173.38,0.5833333333333334,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R04672,53,20,252.7,0.25,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R04673,8,17,210.91,0.058823529411764705,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R04674,15,23,348.6,0.391304347826087,2,3,3,3,233,11,Regular Commuters,2.5999999999999996,Average Risk Rider
R04675,45,15,246.63,0.5333333333333333,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R04676,12,14,209.92,0.5,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R04677,25,23,304.1,0.13043478260869565,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R04678,12,13,175.83,0.23076923076923078,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R04679,55,20,331.37,0.4,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R04680,3,24,366.25,0.2916666666666667,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R04681,11,18,291.8,0.4444444444444444,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R04682,29,26,422.58,0.46153846153846156,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R04683,8,19,300.01,0.10526315789473684,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R04684,3,28,425.8,0.35714285714285715,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R04685,3,18,239.17,0.16666666666666666,4,2,1,1,421,8,Occasional Riders,2.5000000000000004,Average Risk Rider
R04686,3,19,270.18,0.10526315789473684,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R04687,3,20,393.96,0.55,4,2,4,4,424,14,Regular Commuters,3.4,Loyal Rider
R04688,63,18,287.34,0.3888888888888889,1,2,2,3,122,8,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R04689,8,18,256.98,0.5555555555555556,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R04690,9,17,227.36,0.35294117647058826,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R04691,7,13,181.95,0.46153846153846156,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R04692,18,29,431.76,0.3793103448275862,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R04693,6,25,386.29,0.44,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R04694,59,19,254.96,0.15789473684210525,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R04695,22,27,393.45,0.5555555555555556,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R04696,32,25,352.79,0.44,1,4,3,4,143,12,Regular Commuters,2.6,Average Risk Rider
R04697,7,17,277.78,0.47058823529411764,4,1,2,4,412,11,Regular Commuters,2.7,Average Risk Rider
R04698,6,24,401.17,0.375,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R04699,5,27,388.82,0.2222222222222222,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R04700,20,19,326.02,0.3684210526315789,2,2,3,3,223,10,Occasional Riders,2.3,Average Risk Rider
R04701,25,19,322.59000000000003,0.42105263157894735,2,2,3,4,223,11,Regular Commuters,2.4,Average Risk Rider
R04702,6,16,201.95,0.25,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R04703,12,16,255.85,0.375,3,1,2,3,312,9,Occasional Riders,2.2,Average Risk Rider
R04704,30,17,253.1,0.17647058823529413,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04705,12,24,384.65,0.5416666666666666,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R04706,26,20,295.49,0.45,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R04707,41,15,264.78,0.6,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R04708,11,26,461.31,0.4230769230769231,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R04709,16,26,482.46,0.38461538461538464,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R04710,3,18,282.19,0.3888888888888889,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R04711,16,14,188.67000000000002,0.35714285714285715,2,1,1,3,211,7,Occasional Riders,1.6,Critical Risk Rider (likely churn)
R04712,27,17,244.43,0.29411764705882354,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R04713,32,28,420.96999999999997,0.17857142857142858,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R04714,27,24,326.21,0.16666666666666666,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R04715,4,22,317.73,0.3181818181818182,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R04716,18,24,404.27,0.3333333333333333,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R04717,8,24,364.82,0.20833333333333334,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R04718,2,17,275.02,0.23529411764705882,4,1,2,1,412,8,Occasional Riders,2.4000000000000004,Average Risk Rider
R04719,2,20,323.15,0.25,4,2,3,1,423,10,Occasional Riders,2.9000000000000004,Average Risk Rider
R04720,32,17,270.39,0.29411764705882354,1,1,2,2,112,6,At Risk Users,1.3,Critical Risk Rider (likely churn)
R04721,16,23,367.92,0.2608695652173913,2,3,4,1,234,10,Occasional Riders,2.6,Average Risk Rider
R04722,14,23,344.69,0.6086956521739131,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R04723,29,28,457.32,0.35714285714285715,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R04724,2,24,381.24,0.2916666666666667,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R04725,26,26,405.83,0.3076923076923077,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R04726,6,18,246.19,0.3888888888888889,4,2,1,3,421,10,Occasional Riders,2.7,Average Risk Rider
R04727,9,16,268.43,0.25,3,1,2,1,312,7,Occasional Riders,2.0000000000000004,Average Risk Rider
R04728,27,24,366.83,0.5,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R04729,51,19,292.05,0.5263157894736842,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R04730,25,14,272.63,0.5,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R04731,18,15,222.49,0.4,2,1,1,3,211,7,Occasional Riders,1.6,Critical Risk Rider (likely churn)
R04732,34,26,378.71999999999997,0.34615384615384615,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R04733,5,26,406.9,0.38461538461538464,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R04734,21,16,214.29999999999998,0.25,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R04735,17,11,144.25,0.36363636363636365,2,1,1,3,211,7,Occasional Riders,1.6,Critical Risk Rider (likely churn)
R04736,19,21,294.77,0.2857142857142857,2,3,2,2,232,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R04737,2,11,153.05,0.45454545454545453,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R04738,34,18,307.76,0.3333333333333333,1,2,3,2,123,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R04739,11,28,431.34,0.25,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R04740,25,14,244.41,0.42857142857142855,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R04741,40,23,311.01,0.17391304347826086,1,3,3,1,133,8,Occasional Riders,2.0,Average Risk Rider
R04742,4,17,238.5,0.35294117647058826,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R04743,26,21,311.09,0.19047619047619047,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R04744,31,15,230.38,0.26666666666666666,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R04745,78,13,212.99,0.38461538461538464,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R04746,27,24,412.71,0.4166666666666667,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R04747,32,14,205.13,0.42857142857142855,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R04748,66,15,221.87,0.4,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R04749,64,17,294.63,0.47058823529411764,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R04750,23,25,375.55,0.44,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R04751,7,18,283.69,0.3888888888888889,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R04752,31,18,297.36,0.4444444444444444,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R04753,34,25,336.05,0.2,1,4,3,1,143,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R04754,5,20,285.11,0.35,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R04755,65,15,229.54,0.4,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R04756,57,19,255.1,0.10526315789473684,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R04757,28,16,224.64,0.1875,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04758,72,17,242.63,0.35294117647058826,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R04759,28,16,231.82,0.25,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04760,43,23,323.53000000000003,0.21739130434782608,1,3,3,1,133,8,Occasional Riders,2.0,Average Risk Rider
R04761,12,16,225.54,0.3125,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R04762,7,11,147.55,0.2727272727272727,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R04763,51,16,239.31,0.4375,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R04764,32,18,244.81,0.2777777777777778,1,2,1,2,121,6,At Risk Users,1.4,Critical Risk Rider (likely churn)
R04765,17,21,312.19,0.38095238095238093,2,3,3,3,233,11,Regular Commuters,2.5999999999999996,Average Risk Rider
R04766,20,21,293.31,0.3333333333333333,2,3,2,2,232,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R04767,22,18,265.52,0.2777777777777778,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R04768,37,20,320.99,0.45,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R04769,22,24,356.08,0.375,2,4,3,3,243,12,Regular Commuters,2.9,Average Risk Rider
R04770,11,24,390.07,0.4166666666666667,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R04771,38,18,238.0,0.2222222222222222,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R04772,8,25,383.29,0.4,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R04773,11,27,394.92,0.3333333333333333,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R04774,16,22,305.49,0.5,2,3,3,4,233,12,Regular Commuters,2.6999999999999997,Average Risk Rider
R04775,32,19,311.1,0.42105263157894735,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R04776,6,23,299.28,0.13043478260869565,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R04777,9,20,336.5,0.35,3,2,3,3,323,11,Regular Commuters,2.7,Average Risk Rider
R04778,53,25,416.0,0.32,1,4,4,2,144,11,Regular Commuters,2.6000000000000005,Average Risk Rider
R04779,32,17,259.94,0.23529411764705882,1,1,2,1,112,5,At Risk Users,1.2000000000000002,Critical Risk Rider (likely churn)
R04780,24,18,252.91,0.16666666666666666,2,2,1,1,221,6,At Risk Users,1.7,Critical Risk Rider (likely churn)
R04781,8,25,464.71999999999997,0.48,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R04782,29,10,139.25,0.3,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R04783,7,15,264.62,0.4,4,1,2,3,412,10,Occasional Riders,2.6,Average Risk Rider
R04784,3,24,356.43,0.4166666666666667,4,4,3,4,443,15,High‑Value Loyalists,3.8,Loyal Rider
R04785,21,22,397.39,0.6363636363636364,2,3,4,4,234,13,Regular Commuters,2.9,Average Risk Rider
R04786,24,18,266.24,0.2777777777777778,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R04787,9,23,329.19,0.2608695652173913,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R04788,4,21,298.03,0.19047619047619047,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R04789,11,21,312.28000000000003,0.14285714285714285,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R04790,12,29,495.15,0.5862068965517241,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R04791,19,17,256.96999999999997,0.23529411764705882,2,1,2,1,212,6,At Risk Users,1.6,Critical Risk Rider (likely churn)
R04792,9,27,410.48,0.3333333333333333,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R04793,20,21,319.74,0.23809523809523808,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R04794,99,17,222.43,0.058823529411764705,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04795,14,27,338.2,0.18518518518518517,3,4,3,1,343,11,Regular Commuters,3.1000000000000005,Loyal Rider
R04796,13,14,227.04,0.5,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R04797,11,19,264.57,0.3684210526315789,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R04798,4,18,305.23,0.5,4,2,3,4,423,13,Regular Commuters,3.2,Loyal Rider
R04799,29,16,258.43,0.3125,1,1,2,2,112,6,At Risk Users,1.3,Critical Risk Rider (likely churn)
R04800,11,15,210.18,0.2,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R04801,20,18,280.03,0.3888888888888889,2,2,2,3,222,9,Occasional Riders,2.0999999999999996,Average Risk Rider
R04802,11,19,249.07,0.2631578947368421,3,2,1,1,321,7,Occasional Riders,2.1000000000000005,Average Risk Rider
R04803,15,19,276.95,0.2631578947368421,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R04804,67,17,239.06,0.11764705882352941,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R04805,20,19,303.83,0.42105263157894735,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R04806,9,21,285.8,0.14285714285714285,3,3,2,1,332,9,Occasional Riders,2.6,Average Risk Rider
